gender,age,age_o,race,race_o,same_race_i,same_religion_i,field,attractive_o_i,sincere_o_i,intelligence_o_i,funny_o_i,ambitious_o_i,shared_interests_o_i,attractive_o,sincere_o,intelligence_o,funny_o,ambitious_o,shared_interests_o,attractive_i,sincere_i,intelligence_i,funny_i,ambitious_i,shared_interests_i,attractive,sincere,intelligence,funny,ambitious,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambitious_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,like,met,decision,decision_o,match
male,21,29,european/caucasian-american,asian/pacific islander/asian-american,1,1,electrical engineering,9.52,23.81,16.67,16.67,16.67,16.67,5,5,5,5,5,5,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,4,5,5,5,5,5,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,0.51,2,0,0,1,0
male,21,23,european/caucasian-american,other,1,1,electrical engineering,12.24,20.41,16.33,14.29,20.41,16.33,4,7,7,7,7,7,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,6,5,6,5,5,5,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,0.43,4,0,1,1,1
male,21,28,european/caucasian-american,asian/pacific islander/asian-american,1,1,electrical engineering,13.04,21.74,19.57,17.39,15.22,13.04,7,5,6,8,6,4,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,6,5,7,5,5,7,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,0.43,4,0,0,0,0
male,21,22,european/caucasian-american,european/caucasian-american,1,1,electrical engineering,15.09,16.98,16.98,16.98,18.87,15.09,1,6,6,3,4,2,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,3,4,5,5,5,5,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,-0.13,2,0,0,0,0
male,21,35,european/caucasian-american,asian/pacific islander/asian-american,1,1,electrical engineering,15.22,17.39,17.39,17.39,15.22,17.39,5,6,7,5,,,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,5,5,6,5,5,5,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,0.41,3,0,1,0,0
male,21,30,european/caucasian-american,latino/hispanic american,1,1,electrical engineering,19.15,21.28,17.02,17.02,12.77,12.77,4,8,7,6,7,6,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,7,6,6,6,5,6,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,0.46,3,0,0,0,0
male,21,24,european/caucasian-american,asian/pacific islander/asian-american,1,1,electrical engineering,15.38,17.31,17.31,19.23,13.46,17.31,7,8,8,7,8,5,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,8,8,5,8,5,8,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,-0.07,6,0,1,0,0
male,21,22,european/caucasian-american,black/african american,1,1,electrical engineering,15.38,19.23,19.23,17.31,17.31,11.54,4,4,4,4,4,4,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,6,7,5,6,2,5,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,0.4,3,0,1,0,0
male,21,22,european/caucasian-american,black/african american,1,1,electrical engineering,16.07,17.86,17.86,17.86,17.86,12.5,1,7,8,9,10,9,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,5,7,7,6,7,5,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,0.1,2,0,0,0,0
male,21,24,european/caucasian-american,european/caucasian-american,1,1,electrical engineering,20,22.5,17.5,22.5,10,7.5,6,7,7,7,7,6,15.56,11.11,22.22,15.56,20,15.56,7,5,7,10,10,4,5,5,5,5,5,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,0.31,3,0,0,0,0
male,27,29,other,asian/pacific islander/asian-american,6,1,law & social work,9.52,23.81,16.67,16.67,16.67,16.67,5,5,5,5,5,5,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,5,8,7,5,5,4,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,0.22,5,0,0,1,0
male,27,23,other,other,6,1,law & social work,12.24,20.41,16.33,14.29,20.41,16.33,4,7,7,6,6,7,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,6,6,5,5,4,5,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,0.1,6,0,0,1,0
male,27,28,other,asian/pacific islander/asian-american,6,1,law & social work,13.04,21.74,19.57,17.39,15.22,13.04,6,7,7,5,5,3,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,8,8,5,6,4,5,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,-0.05,7,0,0,0,0
male,27,22,other,european/caucasian-american,6,1,law & social work,15.09,16.98,16.98,16.98,18.87,15.09,4,6,6,3,5,4,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,5,6,6,5,9,5,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,0.05,5,0,0,0,0
male,27,35,other,asian/pacific islander/asian-american,6,1,law & social work,15.22,17.39,17.39,17.39,15.22,17.39,7,7,7,5,,,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,5,8,8,5,5,6,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,-0.02,6,0,0,1,0
male,27,30,other,latino/hispanic american,6,1,law & social work,19.15,21.28,17.02,17.02,12.77,12.77,4,8,7,5,7,7,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,7,8,8,8,8,7,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,0.13,8,0,0,0,0
male,27,24,other,asian/pacific islander/asian-american,6,1,law & social work,15.38,17.31,17.31,19.23,13.46,17.31,7,6,7,6,6,5,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,6,8,8,6,6,5,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,-0.27,6,0,0,0,0
male,27,22,other,black/african american,6,1,law & social work,15.38,19.23,19.23,17.31,17.31,11.54,5,10,8,8,9,4,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,6,7,7,6,7,6,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,-0.22,6,0,0,1,0
male,27,22,other,black/african american,6,1,law & social work,16.07,17.86,17.86,17.86,17.86,12.5,6,8,8,8,9,8,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,5,7,6,6,7,5,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,-0.22,6,0,0,0,0
male,27,24,other,european/caucasian-american,6,1,law & social work,20,22.5,17.5,22.5,10,7.5,6,8,8,7,6,9,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,6,8,7,7,7,6,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,0.05,7,0,0,0,0
male,25,29,european/caucasian-american,asian/pacific islander/asian-american,1,1,international development,9.52,23.81,16.67,16.67,16.67,16.67,5,5,6,6,6,6,15.56,20,20,20,13.33,11.11,7,7,7,7,7,5,8,8,8,4,,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.21,4,0,0,1,0
male,25,23,european/caucasian-american,other,1,1,international development,12.24,20.41,16.33,14.29,20.41,16.33,7,8,7,7,5,7,15.56,20,20,20,13.33,11.11,7,7,7,7,7,9,8,8,9,8,10,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.05,7,1,1,1,1
male,25,28,european/caucasian-american,asian/pacific islander/asian-american,1,1,international development,13.04,21.74,19.57,17.39,15.22,13.04,8,7,6,8,6,2,15.56,20,20,20,13.33,11.11,7,7,7,7,7,9,,8,7,9,3,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,-0.34,7,,1,0,0
male,25,22,european/caucasian-american,european/caucasian-american,1,1,international development,15.09,16.98,16.98,16.98,18.87,15.09,6,7,7,8,8,3,15.56,20,20,20,13.33,11.11,7,7,7,7,7,5,,5,8,5,,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,-0.03,4,1,0,1,0
male,25,35,european/caucasian-american,asian/pacific islander/asian-american,1,1,international development,15.22,17.39,17.39,17.39,15.22,17.39,7,5,7,7,5,,15.56,20,20,20,13.33,11.11,7,7,7,7,7,3,9,8,9,,9,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.01,5,0,0,1,0
male,25,30,european/caucasian-american,latino/hispanic american,1,1,international development,19.15,21.28,17.02,17.02,12.77,12.77,7,6,7,7,7,7,15.56,20,20,20,13.33,11.11,7,7,7,7,7,10,8,10,9,9,5,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.22,9,0,1,1,1
male,25,24,european/caucasian-american,asian/pacific islander/asian-american,1,1,international development,15.38,17.31,17.31,19.23,13.46,17.31,8,7,7,8,7,6,15.56,20,20,20,13.33,11.11,7,7,7,7,7,7,5,7,7,,,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.13,6,0,1,0,0
male,25,22,european/caucasian-american,black/african american,1,1,international development,15.38,19.23,19.23,17.31,17.31,11.54,5,5,6,10,5,4,15.56,20,20,20,13.33,11.11,7,7,7,7,7,6,9,,9,,,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,-0.18,7,0,1,1,1
male,25,22,european/caucasian-american,black/african american,1,1,international development,16.07,17.86,17.86,17.86,17.86,12.5,7,8,9,9,9,8,15.56,20,20,20,13.33,11.11,7,7,7,7,7,7,5,7,7,,,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.01,6,0,1,0,0
male,25,24,european/caucasian-american,european/caucasian-american,1,1,international development,20,22.5,17.5,22.5,10,7.5,7,7,7,9,9,9,15.56,20,20,20,13.33,11.11,7,7,7,7,7,8,3,8,8,4,1,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,0.24,6,1,1,0,0
male,28,29,european/caucasian-american,asian/pacific islander/asian-american,6,1,business,9.52,23.81,16.67,16.67,16.67,16.67,5,6,5,7,7,6,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,8,7,6,6,8,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.32,5,0,0,1,0
male,28,23,european/caucasian-american,other,6,1,business,12.24,20.41,16.33,14.29,20.41,16.33,1,7,8,8,8,8,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,9,8,7,8,8,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.65,5,0,0,1,0
male,28,28,european/caucasian-american,asian/pacific islander/asian-american,6,1,business,13.04,21.74,19.57,17.39,15.22,13.04,8,6,7,8,7,6,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,7,8,7,7,8,7,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.32,6,0,1,1,1
male,28,22,european/caucasian-american,european/caucasian-american,6,1,business,15.09,16.98,16.98,16.98,18.87,15.09,7,7,7,6,8,7,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,7,7,6,6,6,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.14,5,0,0,1,0
male,28,35,european/caucasian-american,asian/pacific islander/asian-american,6,1,business,15.22,17.39,17.39,17.39,15.22,17.39,8,7,7,7,7,,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,8,7,7,5,5,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.51,6,0,0,1,0
male,28,30,european/caucasian-american,latino/hispanic american,6,1,business,19.15,21.28,17.02,17.02,12.77,12.77,4,7,6,4,6,5,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,8,8,9,8,8,6,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.45,7,0,1,0,0
male,28,24,european/caucasian-american,asian/pacific islander/asian-american,6,1,business,15.38,17.31,17.31,19.23,13.46,17.31,8,7,8,8,8,7,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,7,8,7,7,8,7,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.13,6,0,1,0,0
male,28,22,european/caucasian-american,black/african american,6,1,business,15.38,19.23,19.23,17.31,17.31,11.54,8,9,8,8,8,4,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,8,8,8,8,8,5,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.16,7,0,1,1,1
male,28,22,european/caucasian-american,black/african american,6,1,business,16.07,17.86,17.86,17.86,17.86,12.5,9,9,9,9,9,8,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,7,7,7,8,5,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,-0.12,6,0,0,1,0
male,28,24,european/caucasian-american,european/caucasian-american,6,1,business,20,22.5,17.5,22.5,10,7.5,7,7,7,7,7,7,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5,7,7,6,6,6,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.43,5,0,0,1,0
male,24,29,european/caucasian-american,asian/pacific islander/asian-american,2,7,business/law,9.52,23.81,16.67,16.67,16.67,16.67,6,5,6,7,7,7,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,3,8,8,4,6,3,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.03,4,0,0,1,0
male,24,23,european/caucasian-american,other,2,7,business/law,12.24,20.41,16.33,14.29,20.41,16.33,1,5,7,8,7,8,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,4,8,7,6,4,5,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.05,6,0,0,0,0
male,24,28,european/caucasian-american,asian/pacific islander/asian-american,2,7,business/law,13.04,21.74,19.57,17.39,15.22,13.04,8,7,9,6,7,7,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7,8,9,3,9,3,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.47,5,0,0,1,0
male,24,22,european/caucasian-american,european/caucasian-american,2,7,business/law,15.09,16.98,16.98,16.98,18.87,15.09,7,7,8,8,8,7,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,6,8,6,7,9,4,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.07,6,0,0,1,0
male,24,35,european/caucasian-american,asian/pacific islander/asian-american,2,7,business/law,15.22,17.39,17.39,17.39,15.22,17.39,6,6,7,5,,,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,4,7,6,6,6,4,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.11,5,0,0,0,0
male,24,30,european/caucasian-american,latino/hispanic american,2,7,business/law,19.15,21.28,17.02,17.02,12.77,12.77,6,6,6,6,5,4,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7,7,8,8,6,4,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.02,7,0,1,0,0
male,24,24,european/caucasian-american,asian/pacific islander/asian-american,2,7,business/law,15.38,17.31,17.31,19.23,13.46,17.31,9,8,8,9,8,9,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7,7,8,8,6,4,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.02,7,0,1,1,1
male,24,22,european/caucasian-american,black/african american,2,7,business/law,15.38,19.23,19.23,17.31,17.31,11.54,6,4,4,9,5,9,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,7,7,6,5,6,3,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,-0.3,3,0,0,0,0
male,24,22,european/caucasian-american,black/african american,2,7,business/law,16.07,17.86,17.86,17.86,17.86,12.5,8,9,9,9,9,8,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,3,8,7,6,7,3,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.33,5,0,0,1,0
male,24,24,european/caucasian-american,european/caucasian-american,2,7,business/law,20,22.5,17.5,22.5,10,7.5,8,8,8,8,8,8,19.57,19.57,15.22,17.39,15.22,13.04,7,10,9,9,10,5,7,6,5,5,6,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,0.32,6,0,0,1,0
male,25,29,asian/pacific islander/asian-american,asian/pacific islander/asian-american,2,2,law,9.52,23.81,16.67,16.67,16.67,16.67,6,5,6,7,7,7,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,3,9,7,5,6,6,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.37,7,0,0,1,0
male,25,23,asian/pacific islander/asian-american,other,2,2,law,12.24,20.41,16.33,14.29,20.41,16.33,4,6,7,6,7,7,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,5,8,8,6,8,9,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.39,8,1,1,1,1
male,25,28,asian/pacific islander/asian-american,asian/pacific islander/asian-american,2,2,law,13.04,21.74,19.57,17.39,15.22,13.04,7,8,8,6,7,6,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,6,9,9,3,9,6,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.4,5,0,0,1,0
male,25,22,asian/pacific islander/asian-american,european/caucasian-american,2,2,law,15.09,16.98,16.98,16.98,18.87,15.09,5,7,7,6,7,5,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,6,8,8,6,8,7,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.58,8,0,0,0,0
male,25,35,asian/pacific islander/asian-american,asian/pacific islander/asian-american,2,2,law,15.22,17.39,17.39,17.39,15.22,17.39,7,8,8,,,,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,3,9,9,6,10,9,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.27,8,0,0,1,0
male,25,30,asian/pacific islander/asian-american,latino/hispanic american,2,2,law,19.15,21.28,17.02,17.02,12.77,12.77,5,7,7,8,8,7,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,9,9,9,8,8,8,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.41,9,0,1,0,0
male,25,24,asian/pacific islander/asian-american,asian/pacific islander/asian-american,2,2,law,15.38,17.31,17.31,19.23,13.46,17.31,7,7,7,8,6,5,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,7,8,8,6,7,8,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.15,8,0,1,0,0
male,25,22,asian/pacific islander/asian-american,black/african american,2,2,law,15.38,19.23,19.23,17.31,17.31,11.54,8,8,9,8,9,9,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,8,10,8,6,9,9,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.54,8,0,1,1,1
male,25,22,asian/pacific islander/asian-american,black/african american,2,2,law,16.07,17.86,17.86,17.86,17.86,12.5,5,8,9,9,9,6,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,3,9,7,6,8,6,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,0.53,8,0,0,0,0
male,25,24,asian/pacific islander/asian-american,european/caucasian-american,2,2,law,20,22.5,17.5,22.5,10,7.5,7,8,7,6,6,6,20.93,16.28,23.26,16.28,11.63,11.63,7,9,5,10,7,6,8,7,7,6,6,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,-0.38,7,0,0,0,0
female,24,23,european/caucasian-american,european/caucasian-american,9,9,clinical psychology,17.02,21.28,17.02,21.28,14.89,8.51,7,8,6,7,8,3,16,16,20,16,18,14,9,10,8,10,10,7,8,10,8,10,7,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.22,7,0,1,0,0
female,24,26,european/caucasian-american,asian/pacific islander/asian-american,9,9,clinical psychology,14.89,19.15,21.28,19.15,14.89,10.64,3,4,4,3,3,4,16,16,20,16,18,14,9,10,8,10,10,9,9,9,9,9,7,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.74,8,0,1,0,0
female,24,27,european/caucasian-american,european/caucasian-american,9,9,clinical psychology,7.5,17.5,20,22.5,12.5,20,5,5,7,5,5,5,16,16,20,16,18,14,9,10,8,10,10,4,8,8,6,8,5,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.34,5,0,0,0,0
female,24,26,european/caucasian-american,european/caucasian-american,9,9,clinical psychology,21.28,17.02,21.28,12.77,6.38,21.28,3,9,9,4,7,6,16,16,20,16,18,14,9,10,8,10,10,8,8,10,7,10,9,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.43,6,0,1,0,0
female,24,24,european/caucasian-american,european/caucasian-american,9,9,clinical psychology,20.51,5.13,23.08,12.82,17.95,20.51,2,6,4,5,4,4,16,16,20,16,18,14,9,10,8,10,10,8,9,10,7,10,7,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.29,6,0,1,0,0
female,24,26,european/caucasian-american,european/caucasian-american,9,9,clinical psychology,16.28,16.28,18.6,16.28,16.28,16.28,3,7,,3,4,5,16,16,20,16,18,14,9,10,8,10,10,8,9,8,7,8,6,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.03,6,0,1,0,0
female,24,25,european/caucasian-american,other,9,9,clinical psychology,16.67,16.67,16.67,16.67,14.81,18.52,5,8,8,7,9,0,16,16,20,16,18,14,9,10,8,10,10,6,10,10,9,10,7,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.22,7,0,0,0,0
female,24,27,european/caucasian-american,asian/pacific islander/asian-american,9,9,clinical psychology,15.56,17.78,17.78,17.78,17.78,13.33,4,3,6,7,6,5,16,16,20,16,18,14,9,10,8,10,10,8,10,10,8,10,7,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.41,8,0,1,1,1
female,24,27,european/caucasian-american,european/caucasian-american,9,9,clinical psychology,9.52,19.05,23.81,19.05,4.76,23.81,7,4,4,4,7,2,16,16,20,16,18,14,9,10,8,10,10,3,10,9,6,8,5,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.23,5,0,0,0,0
female,24,28,european/caucasian-american,european/caucasian-american,9,9,clinical psychology,17.39,17.39,19.57,19.57,10.87,15.22,7,7,7,8,6,7,16,16,20,16,18,14,9,10,8,10,10,6,10,10,7,10,6,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.3,6,0,0,1,0
female,24,32,european/caucasian-american,european/caucasian-american,9,9,clinical psychology,17.24,17.24,17.24,17.24,13.79,17.24,5,8,7,7,6,7,16,16,20,16,18,14,9,10,8,10,10,7,9,10,8,9,9,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.19,7,0,1,0,0
female,24,28,european/caucasian-american,latino/hispanic american,9,9,clinical psychology,14.71,14.71,14.71,14.71,20.59,20.59,6,4,5,5,3,4,16,16,20,16,18,14,9,10,8,10,10,7,10,10,8,9,6,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.18,7,0,0,0,0
female,24,23,european/caucasian-american,european/caucasian-american,9,9,clinical psychology,25.64,17.95,15.38,20.51,10.26,10.26,4,5,5,4,5,4,16,16,20,16,18,14,9,10,8,10,10,10,8,8,8,8,7,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.07,7,0,1,0,0
female,24,26,european/caucasian-american,european/caucasian-american,9,9,clinical psychology,20,16,18,16,16,14,4,6,6,5,5,5,16,16,20,16,18,14,9,10,8,10,10,10,8,7,7,9,6,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.57,7,0,1,0,0
female,24,24,european/caucasian-american,asian/pacific islander/asian-american,9,9,clinical psychology,13.51,18.92,21.62,13.51,13.51,18.92,6,7,6,4,6,5,16,16,20,16,18,14,9,10,8,10,10,7,10,10,6,10,5,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.05,6,0,0,0,0
female,24,28,european/caucasian-american,european/caucasian-american,9,9,clinical psychology,21.43,16.67,21.43,16.67,11.9,11.9,1,5,5,3,5,3,16,16,20,16,18,14,9,10,8,10,10,8,9,8,6,7,7,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.33,7,0,1,0,0
female,24,42,european/caucasian-american,european/caucasian-american,9,9,clinical psychology,23.81,23.81,23.81,23.81,2.38,2.38,3,5,5,2,2,2,16,16,20,16,18,14,9,10,8,10,10,6,10,9,8,8,6,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.02,5,0,0,0,0
female,24,30,european/caucasian-american,latino/hispanic american,9,9,clinical psychology,18.6,20.93,23.26,23.26,2.33,11.63,5,4,6,5,6,4,16,16,20,16,18,14,9,10,8,10,10,8,10,9,8,8,7,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.28,7,0,1,0,0
female,24,31,european/caucasian-american,european/caucasian-american,9,9,clinical psychology,17.78,17.78,17.78,17.78,13.33,15.56,5,5,5,4,3,5,16,16,20,16,18,14,9,10,8,10,10,5,10,9,6,7,6,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,-0.44,5,0,0,0,0
female,24,29,european/caucasian-american,asian/pacific islander/asian-american,9,9,clinical psychology,14,20,18,16,14,18,6,7,8,7,8,,16,16,20,16,18,14,9,10,8,10,10,6,7,9,7,8,6,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,0.17,7,0,0,1,0
female,27,23,european/caucasian-american,european/caucasian-american,3,9,microbiology,17.02,21.28,17.02,21.28,14.89,8.51,9,8,7,7,7,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,8,7,10,8,9,9,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.27,10,1,0,0,0
female,27,26,european/caucasian-american,asian/pacific islander/asian-american,3,9,microbiology,14.89,19.15,21.28,19.15,14.89,10.64,5,9,8,9,7,9,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,7,8,9,9,8,9,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.41,10,0,1,1,1
female,27,27,european/caucasian-american,european/caucasian-american,3,9,microbiology,7.5,17.5,20,22.5,12.5,20,7,7,9,8,8,4,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,5,8,7,6,8,6,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,-0.03,6,0,0,1,0
female,27,26,european/caucasian-american,european/caucasian-american,3,9,microbiology,21.28,17.02,21.28,12.77,6.38,21.28,6,5,9,4,6,5,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,9,6,10,7,9,6,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.01,6,0,1,1,1
female,27,24,european/caucasian-american,european/caucasian-american,3,9,microbiology,20.51,5.13,23.08,12.82,17.95,20.51,6,7,7,5,6,6,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,6,10,10,5,9,6,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.07,7,0,0,1,0
female,27,26,european/caucasian-american,european/caucasian-american,3,9,microbiology,16.28,16.28,18.6,16.28,16.28,16.28,7,8,7,7,4,7,15.38,19.23,19.23,19.23,13.46,13.46,9,8,10,10,8,9,10,9,9,8,9,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,0.09,9,0,0,1,0
