,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match
1484,1,32.0,32.0,0,1,3,4,0,2.0,6.0,15,30.0,30.0,30.0,5.0,0.0,5.0,4.0,5.0,6.0,3.0,7.0,3.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,9.0,8.0,7.0,5.0,5.0,4.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,0.1,6.0,8.0,7.0,8.0,0.0,1,0,0
1485,1,32.0,30.0,2,2,3,3,1,2.0,6.0,15,20.0,25.0,15.0,15.0,15.0,10.0,5.0,8.0,8.0,6.0,5.0,3.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,5.0,6.0,7.0,2.0,7.0,3.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,-0.08,6.0,8.0,4.0,6.0,0.0,0,0,0
1486,1,32.0,22.0,10,4,3,3,1,2.0,6.0,15,15.0,20.0,20.0,20.0,5.0,20.0,5.0,8.0,6.0,5.0,5.0,4.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,6.0,8.0,8.0,8.0,8.0,5.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,-0.28,6.0,8.0,7.0,7.0,0.0,1,0,0
1487,1,32.0,23.0,9,4,3,3,1,2.0,6.0,15,15.0,15.0,20.0,15.0,15.0,20.0,2.0,3.0,4.0,5.0,4.0,2.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,8.0,6.0,6.0,7.0,4.0,3.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,0.42,6.0,8.0,7.0,4.0,0.0,1,0,0
1488,1,32.0,23.0,9,4,3,3,1,2.0,6.0,15,15.0,15.0,20.0,15.0,20.0,15.0,2.0,10.0,10.0,1.0,10.0,1.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,5.0,5.0,6.0,6.0,7.0,5.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,0.26,6.0,8.0,5.0,6.0,0.0,0,0,0
1489,1,32.0,27.0,5,3,3,3,1,2.0,6.0,15,25.0,15.0,20.0,20.0,20.0,0.0,6.0,10.0,9.0,6.0,7.0,5.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,3.0,7.0,7.0,1.0,3.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,-0.35,6.0,8.0,3.0,5.0,0.0,0,0,0
1490,1,32.0,23.0,9,4,3,1,0,2.0,6.0,15,15.0,21.0,18.0,18.0,10.0,18.0,5.0,7.0,6.0,5.0,6.0,5.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,3.0,7.0,7.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,0.22,6.0,8.0,4.0,5.0,0.0,0,0,0
1491,1,32.0,25.0,7,4,3,5,0,2.0,6.0,15,15.0,3.0,50.0,20.0,2.0,10.0,4.0,6.0,7.0,6.0,5.0,3.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,7.0,7.0,8.0,8.0,10.0,7.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,-0.21,6.0,8.0,8.0,7.0,0.0,1,0,0
1492,1,32.0,29.0,3,2,3,3,1,2.0,6.0,15,10.0,20.0,20.0,20.0,20.0,10.0,4.0,8.0,9.0,7.0,8.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,7.0,8.0,8.0,6.0,8.0,7.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,0.12,6.0,8.0,7.0,7.0,0.0,1,0,0
1493,1,32.0,29.0,3,2,3,3,1,2.0,6.0,15,14.0,20.0,18.0,24.0,18.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,5.0,7.0,10.0,9.0,7.0,7.0,7.0,6.0,6.0,5.0,9.0,9.0,9.0,9.0,4.0,4.0,7.0,2.0,5.0,5.0,4.0,4.0,9.0,3.0,5.0,5.0,2.0,-0.15,6.0,8.0,6.0,6.0,0.0,1,0,0
1494,1,26.0,34.0,8,4,3,3,1,8.0,9.0,124,10.0,10.0,30.0,20.0,10.0,20.0,6.0,1.0,5.0,1.0,10.0,1.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,6.0,8.0,9.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,-0.05,6.0,3.0,7.0,5.0,0.0,0,0,0
1495,1,26.0,22.0,4,3,3,3,1,8.0,9.0,124,15.0,20.0,20.0,20.0,15.0,10.0,9.0,7.0,7.0,10.0,8.0,7.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,6.0,7.0,7.0,7.0,7.0,5.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,0.15,6.0,3.0,6.0,4.0,0.0,0,1,0
1496,1,26.0,23.0,3,2,3,4,0,8.0,9.0,124,10.0,25.0,20.0,10.0,20.0,15.0,5.0,9.0,9.0,1.0,1.0,1.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,0.21,6.0,3.0,6.0,4.0,0.0,0,1,0
1497,1,26.0,26.0,0,1,3,1,0,8.0,9.0,124,10.0,20.0,15.0,20.0,20.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,5.0,7.0,8.0,6.0,7.0,6.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,-0.18,6.0,3.0,6.0,5.0,0.0,0,0,0
1498,1,26.0,27.0,1,1,3,1,0,8.0,9.0,124,10.0,20.0,20.0,10.0,20.0,20.0,7.0,8.0,8.0,8.0,8.0,8.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,7.0,8.0,8.0,6.0,7.0,6.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,0.38,6.0,3.0,6.0,5.0,0.0,0,1,0
1499,1,26.0,28.0,2,2,3,3,1,8.0,9.0,124,10.0,10.0,20.0,20.0,20.0,20.0,4.0,9.0,8.0,6.0,7.0,6.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,0.2,6.0,3.0,8.0,7.0,0.0,1,0,0
1500,1,26.0,25.0,1,1,3,5,0,8.0,9.0,124,20.0,20.0,20.0,20.0,10.0,10.0,6.0,8.0,8.0,8.0,9.0,7.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,6.0,7.0,6.0,6.0,6.0,3.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,0.06,6.0,3.0,5.0,4.0,0.0,0,0,0
1501,1,26.0,35.0,9,4,3,4,0,8.0,9.0,124,10.0,32.0,20.0,12.0,11.0,15.0,7.0,8.0,8.0,8.0,8.0,8.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,0.0,6.0,3.0,7.0,6.0,0.0,1,0,0
1502,1,26.0,32.0,6,3,3,4,0,8.0,9.0,124,30.0,30.0,30.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,7.0,7.0,9.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,0.1,6.0,3.0,7.0,5.0,0.0,0,0,0
1503,1,26.0,30.0,4,3,3,3,1,8.0,9.0,124,20.0,25.0,15.0,15.0,15.0,10.0,8.0,7.0,7.0,6.0,6.0,3.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,6.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,0.12,6.0,3.0,7.0,5.0,0.0,0,0,0
1504,1,26.0,22.0,4,3,3,3,1,8.0,9.0,124,15.0,20.0,20.0,20.0,5.0,20.0,7.0,6.0,6.0,5.0,5.0,3.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,6.0,7.0,7.0,7.0,7.0,6.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,0.13,6.0,3.0,7.0,5.0,0.0,0,0,0
1505,1,26.0,23.0,3,2,3,3,1,8.0,9.0,124,15.0,15.0,20.0,15.0,15.0,20.0,3.0,5.0,6.0,4.0,7.0,1.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,0.62,6.0,3.0,8.0,7.0,0.0,1,0,0
1506,1,26.0,23.0,3,2,3,3,1,8.0,9.0,124,15.0,15.0,20.0,15.0,20.0,15.0,6.0,7.0,7.0,6.0,10.0,3.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,0.34,6.0,3.0,7.0,5.0,0.0,0,0,0
1507,1,26.0,27.0,1,1,3,3,1,8.0,9.0,124,25.0,15.0,20.0,20.0,20.0,0.0,8.0,9.0,8.0,7.0,8.0,5.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,7.0,8.0,5.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,-0.19,6.0,3.0,7.0,6.0,0.0,1,0,0
1508,1,26.0,23.0,3,2,3,1,0,8.0,9.0,124,15.0,21.0,18.0,18.0,10.0,18.0,4.0,8.0,5.0,6.0,4.0,4.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,6.0,7.0,8.0,5.0,5.0,5.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,-0.05,6.0,3.0,5.0,3.0,0.0,0,0,0
1509,1,26.0,25.0,1,1,3,5,0,8.0,9.0,124,15.0,3.0,50.0,20.0,2.0,10.0,7.0,7.0,8.0,7.0,7.0,1.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,0.12,6.0,3.0,8.0,6.0,0.0,1,1,1
1510,1,26.0,29.0,3,2,3,3,1,8.0,9.0,124,10.0,20.0,20.0,20.0,20.0,10.0,8.0,7.0,8.0,5.0,8.0,5.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,0.2,6.0,3.0,6.0,3.0,0.0,0,0,0
1511,1,26.0,29.0,3,2,3,3,1,8.0,9.0,124,14.0,20.0,18.0,24.0,18.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,9.0,9.0,6.0,7.0,7.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,3.0,-0.06,6.0,3.0,7.0,5.0,0.0,0,1,0
1512,1,27.0,34.0,7,4,3,3,1,6.0,8.0,15,10.0,10.0,30.0,20.0,10.0,20.0,2.0,3.0,5.0,5.0,1.0,1.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,6.0,8.0,7.0,6.0,6.0,5.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.19,8.0,3.0,6.0,5.0,0.0,0,0,0
1513,1,27.0,22.0,5,3,3,3,1,6.0,8.0,15,15.0,20.0,20.0,20.0,15.0,10.0,6.0,6.0,5.0,5.0,5.0,6.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.63,8.0,3.0,7.0,4.0,0.0,0,0,0
1514,1,27.0,23.0,4,3,3,4,0,6.0,8.0,15,10.0,25.0,20.0,10.0,20.0,15.0,9.0,5.0,9.0,9.0,9.0,5.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,6.0,8.0,6.0,6.0,4.0,4.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.59,8.0,3.0,5.0,2.0,0.0,0,0,0
1515,1,27.0,26.0,1,1,3,1,0,6.0,8.0,15,10.0,20.0,15.0,20.0,20.0,15.0,1.0,6.0,7.0,8.0,6.0,7.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,6.0,8.0,7.0,7.0,7.0,4.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.42,8.0,3.0,8.0,6.0,0.0,1,1,1
1516,1,27.0,27.0,0,1,3,1,0,6.0,8.0,15,10.0,20.0,20.0,10.0,20.0,20.0,8.0,8.0,8.0,6.0,8.0,7.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,6.0,9.0,8.0,6.0,7.0,4.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,-0.12,8.0,3.0,8.0,5.0,1.0,0,1,0
1517,1,27.0,28.0,1,1,3,3,1,6.0,8.0,15,10.0,10.0,20.0,20.0,20.0,20.0,6.0,8.0,8.0,8.0,4.0,7.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,6.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.53,8.0,3.0,8.0,4.0,0.0,1,1,1
1518,1,27.0,25.0,2,2,3,5,0,6.0,8.0,15,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,9.0,7.0,8.0,7.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,7.0,8.0,7.0,8.0,6.0,5.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.52,8.0,3.0,7.0,7.0,0.0,1,0,0
1519,1,27.0,35.0,8,4,3,4,0,6.0,8.0,15,10.0,32.0,20.0,12.0,11.0,15.0,7.0,8.0,8.0,6.0,6.0,6.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,7.0,6.0,6.0,7.0,7.0,5.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.51,8.0,3.0,7.0,5.0,0.0,1,0,0
1520,1,27.0,32.0,5,3,3,4,0,6.0,8.0,15,30.0,30.0,30.0,5.0,0.0,5.0,6.0,2.0,5.0,5.0,5.0,2.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,5.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.68,8.0,3.0,6.0,4.0,0.0,0,0,0
1521,1,27.0,30.0,3,2,3,3,1,6.0,8.0,15,20.0,25.0,15.0,15.0,15.0,10.0,7.0,7.0,8.0,7.0,9.0,5.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,6.0,8.0,6.0,6.0,5.0,5.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.56,8.0,3.0,6.0,2.0,0.0,0,1,0
1522,1,27.0,22.0,5,3,3,3,1,6.0,8.0,15,15.0,20.0,20.0,20.0,5.0,20.0,9.0,8.0,7.0,8.0,5.0,7.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,7.0,7.0,7.0,8.0,7.0,6.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.14,8.0,3.0,7.0,7.0,0.0,1,1,1
1523,1,27.0,23.0,4,3,3,3,1,6.0,8.0,15,15.0,15.0,20.0,15.0,15.0,20.0,2.0,3.0,4.0,5.0,5.0,2.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,7.0,6.0,6.0,6.0,6.0,5.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.59,8.0,3.0,6.0,4.0,0.0,0,0,0
1524,1,27.0,23.0,4,3,3,3,1,6.0,8.0,15,15.0,15.0,20.0,15.0,20.0,15.0,6.0,9.0,10.0,5.0,8.0,3.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,5.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.08,8.0,3.0,6.0,3.0,0.0,0,0,0
1525,1,27.0,27.0,0,1,3,3,1,6.0,8.0,15,25.0,15.0,20.0,20.0,20.0,0.0,9.0,9.0,9.0,8.0,8.0,7.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.56,8.0,3.0,7.0,7.0,0.0,1,1,1
1526,1,27.0,23.0,4,3,3,1,0,6.0,8.0,15,15.0,21.0,18.0,18.0,10.0,18.0,10.0,10.0,10.0,10.0,10.0,7.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.05,8.0,3.0,10.0,1.0,1.0,0,1,0
1527,1,27.0,25.0,2,2,3,5,0,6.0,8.0,15,15.0,3.0,50.0,20.0,2.0,10.0,7.0,7.0,7.0,7.0,7.0,1.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,8.0,7.0,7.0,6.0,8.0,6.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.33,8.0,3.0,7.0,5.0,0.0,0,1,0
1528,1,27.0,29.0,2,2,3,3,1,6.0,8.0,15,10.0,20.0,20.0,20.0,20.0,10.0,8.0,8.0,8.0,7.0,8.0,7.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,9.0,8.0,6.0,6.0,6.0,6.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.8,8.0,3.0,7.0,5.0,0.0,1,0,0
1529,1,27.0,29.0,2,2,3,3,1,6.0,8.0,15,14.0,20.0,18.0,24.0,18.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,7.0,9.0,9.0,7.0,8.0,6.0,8.0,6.0,6.0,8.0,3.0,8.0,9.0,8.0,8.0,9.0,5.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,7.0,0.45,8.0,3.0,7.0,5.0,0.0,1,1,1
1530,1,25.0,34.0,9,4,2,3,0,1.0,1.0,1,10.0,10.0,30.0,20.0,10.0,20.0,5.0,7.0,8.0,8.0,1.0,1.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,9.0,8.0,7.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,0.02,5.0,0.0,7.0,4.0,0.0,1,1,1
1531,1,25.0,22.0,3,2,2,3,0,1.0,1.0,1,15.0,20.0,20.0,20.0,15.0,10.0,7.0,7.0,8.0,10.0,9.0,8.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,6.0,8.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,-0.28,5.0,0.0,7.0,3.0,0.0,1,1,1
1532,1,25.0,23.0,2,2,2,4,0,1.0,1.0,1,10.0,25.0,20.0,10.0,20.0,15.0,7.0,9.0,9.0,7.0,9.0,7.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,6.0,5.0,8.0,8.0,6.0,4.0,6.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,-0.2,5.0,0.0,5.0,2.0,0.0,0,1,0
1533,1,25.0,26.0,1,1,2,1,0,1.0,1.0,1,10.0,20.0,15.0,20.0,20.0,15.0,6.0,6.0,6.0,6.0,6.0,6.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,6.0,5.0,9.0,8.0,9.0,5.0,6.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,0.03,5.0,0.0,5.0,2.0,0.0,0,1,0
1534,1,25.0,27.0,2,2,2,1,0,1.0,1.0,1,10.0,20.0,20.0,10.0,20.0,20.0,8.0,8.0,9.0,9.0,8.0,8.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,6.0,6.0,9.0,9.0,6.0,5.0,7.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,0.31,5.0,0.0,5.0,1.0,0.0,1,1,1
1535,1,25.0,28.0,3,2,2,3,0,1.0,1.0,1,10.0,10.0,20.0,20.0,20.0,20.0,9.0,9.0,9.0,8.0,2.0,7.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,6.0,8.0,7.0,9.0,8.0,10.0,5.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,-0.02,5.0,0.0,7.0,1.0,0.0,1,0,0
1536,1,25.0,25.0,0,1,2,5,0,1.0,1.0,1,20.0,20.0,20.0,20.0,10.0,10.0,7.0,9.0,9.0,10.0,9.0,8.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,6.0,8.0,7.0,7.0,6.0,7.0,6.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,-0.08,5.0,0.0,7.0,4.0,0.0,1,1,1
1537,1,25.0,35.0,10,4,2,4,0,1.0,1.0,1,10.0,32.0,20.0,12.0,11.0,15.0,5.0,10.0,8.0,8.0,8.0,8.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,6.0,8.0,9.0,8.0,7.0,5.0,8.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,0.09,5.0,0.0,6.0,3.0,0.0,1,0,0
1538,1,25.0,32.0,7,4,2,4,0,1.0,1.0,1,30.0,30.0,30.0,5.0,0.0,5.0,5.0,5.0,7.0,8.0,7.0,5.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,9.0,8.0,6.0,7.0,9.0,9.0,8.0,7.0,9.0,9.0,9.0,6.0,8.0,5.0,5.0,3.0,4.0,7.0,8.0,6.0,6.0,7.0,4.0,7.0,5.0,5.0,0.17,5.0,0.0,6.0,4.0,0.0,1,1,1
