"State","AreaName","edu.total","edu.males","edu.females","m_no_school","m_hs","m_bs","m_ms","m_phd","f_no_school","f_hs","f_bs","f_ms","f_phd","year","cause","amt_death","AADR"
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2001,"Influenza and pneumonia",561,18.38
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2001,"Suicide",293,10.93
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2001,"Cancer",5448,193.8
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2001,"Kidney Disease",498,16.55
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2001,"Parkinsons disease",214,7.08
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2001,"Pneumonitis due to solids and liquids",184,6.03
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2001,"Septicemia",283,9.7
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Unintentional Injuries",1139,40.79
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"All Causes",25021,851.3
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Alzheimers disease",755,24.05
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Homicide",129,4.75
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Stroke",1845,60.37
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Chronic liver disease and cirrhosis",187,6.82
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"CLRD",1367,47.17
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Diabetes",765,26.44
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Diseases of Heart",6680,223.19
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Essential hypertension and hypertensive renal disease",195,6.28
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Influenza and pneumonia",698,22.69
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Suicide",345,12.69
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Cancer",5362,188.74
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Kidney Disease",517,17.25
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Parkinsons disease",218,7.2
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Pneumonitis due to solids and liquids",179,5.84
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2002,"Septicemia",297,10.07
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Unintentional Injuries",1089,38.55
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"All Causes",24593,829.5
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Alzheimers disease",781,24.74
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Homicide",121,4.45
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Stroke",1758,57.47
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Chronic liver disease and cirrhosis",204,7.35
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"CLRD",1443,49.48
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Diabetes",676,23.19
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Diseases of Heart",6491,214.7
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Essential hypertension and hypertensive renal disease",179,5.78
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Influenza and pneumonia",694,22.25
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Suicide",347,12.79
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Cancer",5332,185.94
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Kidney Disease",531,17.59
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Parkinsons disease",239,7.8
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Pneumonitis due to solids and liquids",195,6.3
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2003,"Septicemia",302,10.34
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Unintentional Injuries",1144,40.57
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"All Causes",23818,798
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Alzheimers disease",769,24.13
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Homicide",117,4.32
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Stroke",1611,52.22
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Chronic liver disease and cirrhosis",206,7.32
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"CLRD",1316,44.9
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Diabetes",690,23.49
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Diseases of Heart",6048,198.91
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Essential hypertension and hypertensive renal disease",186,5.92
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Influenza and pneumonia",562,17.88
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Suicide",370,13.65
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Cancer",5312,183.05
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Kidney Disease",554,18.07
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Parkinsons disease",249,8.19
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Pneumonitis due to solids and liquids",184,5.93
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2004,"Septicemia",280,9.4
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Unintentional Injuries",1149,40.61
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"All Causes",24682,816.8
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Alzheimers disease",912,28.11
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Homicide",106,3.91
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Stroke",1571,50.33
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Chronic liver disease and cirrhosis",200,6.93
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"CLRD",1567,52.66
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Diabetes",710,23.77
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Diseases of Heart",5960,192.61
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Essential hypertension and hypertensive renal disease",187,5.92
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Influenza and pneumonia",730,23.08
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Suicide",362,13.34
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Cancer",5428,185.58
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Kidney Disease",517,16.91
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Parkinsons disease",279,9.08
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Pneumonitis due to solids and liquids",165,5.23
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2005,"Septicemia",253,8.38
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Unintentional Injuries",1198,41.72
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"All Causes",24553,802.2
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Alzheimers disease",830,25.06
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Homicide",114,4.17
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Stroke",1489,47.3
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Chronic liver disease and cirrhosis",224,7.7
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"CLRD",1501,49.89
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Diabetes",749,24.84
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Diseases of Heart",5849,186.34
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Essential hypertension and hypertensive renal disease",203,6.35
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Influenza and pneumonia",647,19.95
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Suicide",379,13.88
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Cancer",5343,180.11
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Kidney Disease",594,19.04
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Parkinsons disease",245,7.86
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Pneumonitis due to solids and liquids",167,5.12
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2006,"Septicemia",292,9.62
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Unintentional Injuries",1205,41.4
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Alzheimers disease",860,25.83
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Homicide",115,4.2
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Stroke",1498,46.66
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Chronic liver disease and cirrhosis",230,7.76
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"CLRD",1476,48.6
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Diabetes",702,22.79
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Diseases of Heart",5749,180.78
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Essential hypertension and hypertensive renal disease",173,5.29
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Influenza and pneumonia",665,20.31
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Suicide",382,13.68
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Cancer",5406,179.22
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Kidney Disease",554,17.59
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Parkinsons disease",239,7.54
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Pneumonitis due to solids and liquids",185,5.77
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2007,"Septicemia",286,9.28
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Unintentional Injuries",1174,40.01
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"All Causes",24975,794.3
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Alzheimers disease",961,28.76
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Homicide",112,3.95
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Stroke",1574,48.63
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Chronic liver disease and cirrhosis",242,8.15
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"CLRD",1626,52.79
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Diabetes",706,22.74
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Diseases of Heart",5643,175.42
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Essential hypertension and hypertensive renal disease",173,5.27
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Influenza and pneumonia",743,22.45
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Suicide",337,12.09
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Cancer",5294,173.07
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Kidney Disease",620,19.62
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Parkinsons disease",210,6.63
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Pneumonitis due to solids and liquids",207,6.24
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2008,"Septicemia",351,11.08
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Unintentional Injuries",1273,42.94
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"All Causes",24024,757.8
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Alzheimers disease",802,23.91
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Homicide",128,4.64
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Stroke",1416,43.16
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Chronic liver disease and cirrhosis",224,7.26
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"CLRD",1580,50.62
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Diabetes",635,20.29
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Diseases of Heart",5294,162.98
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Essential hypertension and hypertensive renal disease",158,4.69
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Influenza and pneumonia",594,17.95
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Suicide",382,13.59
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Cancer",5319,171.88
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Kidney Disease",556,17.34
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Parkinsons disease",250,7.82
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Pneumonitis due to solids and liquids",173,5.22
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2009,"Septicemia",354,11.1
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Unintentional Injuries",1317,43.98
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"All Causes",24502,762.2
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Alzheimers disease",825,24.19
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Homicide",105,3.78
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Stroke",1370,41.22
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Chronic liver disease and cirrhosis",244,7.81
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"CLRD",1580,50.04
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Diabetes",655,20.55
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Diseases of Heart",5433,164.91
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Essential hypertension and hypertensive renal disease",157,4.64
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Influenza and pneumonia",550,16.38
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Suicide",401,13.95
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Cancer",5377,171.25
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Kidney Disease",577,17.74
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Parkinsons disease",256,7.92
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Pneumonitis due to solids and liquids",162,4.95
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2010,"Septicemia",329,10.39
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Unintentional Injuries",1333,43.8
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"All Causes",25116,767.2
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Alzheimers disease",795,22.61
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Homicide",123,4.36
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Stroke",1338,39.66
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Chronic liver disease and cirrhosis",260,8.45
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"CLRD",1647,51.29
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Diabetes",711,22.11
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Diseases of Heart",5327,158.25
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Essential hypertension and hypertensive renal disease",163,4.75
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Influenza and pneumonia",647,18.77
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Suicide",394,13.75
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Cancer",5440,170.29
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Kidney Disease",574,17.38
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Parkinsons disease",289,8.9
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Pneumonitis due to solids and liquids",183,5.43
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2011,"Septicemia",368,11.41
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Unintentional Injuries",1319,43.58
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"All Causes",25145,761
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Alzheimers disease",789,22.49
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Homicide",103,3.84
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Stroke",1343,39.36
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Chronic liver disease and cirrhosis",250,7.83
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"CLRD",1687,51.78
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Diabetes",639,19.58
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Diseases of Heart",5366,158.22
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Essential hypertension and hypertensive renal disease",159,4.51
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Influenza and pneumonia",624,18.01
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Suicide",502,17.44
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Cancer",5429,168.22
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Kidney Disease",600,17.72
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Parkinsons disease",287,8.69
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Pneumonitis due to solids and liquids",170,4.79
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2012,"Septicemia",363,10.92
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Unintentional Injuries",1359,44.37
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"All Causes",25414,757.7
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Alzheimers disease",742,20.8
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Homicide",117,4.17
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Stroke",1320,38.07
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Chronic liver disease and cirrhosis",248,7.82
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"CLRD",1673,50.29
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Diabetes",654,19.79
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Diseases of Heart",5364,156.13
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Essential hypertension and hypertensive renal disease",218,6.35
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Influenza and pneumonia",715,20.15
